minute,class,TVC,MQ135,MQ136,MQ2,MQ3,MQ4,MQ5,MQ6,MQ8,MQ9,Temperature,Humidity
255,excellent,2.83988,10.57,69.03,2.97,12.28,36.04,11.73,14.96,46.19,13.45,34.2,86.6
256,excellent,2.83988,10.45,69.64,2.91,12.33,30.18,11.97,17.42,43.22,13.34,34.2,86.7
257,excellent,2.83988,10.45,69.64,2.96,12.28,30.35,11.92,17.1,44.66,13.61,34.2,86.9
258,excellent,2.83988,10.41,71.55,2.94,12.38,34.04,11.97,15.22,44.37,13.5,34.2,86.9
259,excellent,2.83988,10.41,70.27,2.94,12.23,29.66,12.06,16.72,44.66,13.5,34.2,87
260,excellent,2.83988,10.37,70.27,3.01,12.23,31.07,12.01,15.09,45.26,13.5,34.2,87.2
261,excellent,2.83988,10.33,70.27,2.91,12.04,29.66,11.97,15.49,45.88,13.4,34.2,87.3
262,excellent,2.83988,10.41,70.91,2.91,11.99,30,12.11,17.91,53.27,13.4,34.2,87.5
263,excellent,2.83988,10.33,72.21,2.91,12.04,30.35,12.01,18.96,45.88,13.45,34.2,87.4
264,excellent,2.83988,10.37,73.56,2.91,12.04,31.07,11.97,15.09,45.88,13.5,34.2,87.4
265,excellent,2.83988,10.41,70.27,2.96,11,30.18,11.78,14.83,44.96,13.45,34.2,87.3
266,excellent,2.83988,10.41,70.27,2.94,11.62,28.99,11.82,18.96,47.48,13.34,34.2,87.4
267,excellent,2.83988,10.41,73.56,2.92,11.53,31.07,11.82,18.87,46.19,13.5,34.2,87.5
268,excellent,2.83988,10.29,69.03,2.94,11.71,30.89,11.97,18,50.96,13.45,34.2,86.5
269,excellent,2.83988,10.41,70.27,2.94,11.71,31.07,11.97,15.63,45.57,13.45,34.2,85.9
270,excellent,2.83988,10.37,70.27,2.94,11.99,30.71,11.97,15.15,44.96,13.29,34.2,86.4
271,excellent,2.83988,10.33,70.91,2.96,12.14,30.18,12.01,15.15,44.07,13.29,34.2,85.8
272,excellent,2.83988,10.41,70.91,2.96,12.09,30,12.11,16.87,44.96,13.18,34.2,86.2
273,excellent,2.83988,10.29,69.64,2.91,12.28,30,11.87,15.98,44.37,13.18,34.2,86.6
274,excellent,2.83988,10.25,69.03,2.91,12.43,30.18,11.78,14.96,44.37,13.29,34.2,86.9
275,excellent,2.83988,10.25,70.27,2.94,11.44,28.18,11.73,17.5,43.78,13.45,34.2,87.1
276,excellent,2.83988,10.17,70.91,2.91,11.76,29.49,12.21,14.96,44.96,13.29,34.2,87.3
277,excellent,2.83988,10.25,70.27,3.06,11.71,29.83,11.73,15.91,43.5,13.24,34.2,87.5
278,excellent,2.83988,10.25,70.91,2.92,11.67,30.71,11.92,18.51,44.37,13.13,34.2,87.3
279,excellent,2.83988,10.17,69.03,2.94,11.09,33.83,12.01,14.7,48.14,13.18,34.2,85.5
280,excellent,2.83988,10.17,70.91,2.91,11.49,29.32,12.11,18.08,43.78,13.34,34.2,86.1
281,excellent,2.83988,10.17,71.55,2.97,11.67,29.32,12.11,17.75,40.54,13.4,34.2,86.2
282,excellent,2.83988,10.17,71.55,4.02,11.67,29.83,11.97,15.56,44.07,13.24,34.2,86.4
283,excellent,2.83988,10.21,70.91,3.26,11.76,29.66,11.87,16.05,43.5,13.18,34.2,86.7
284,excellent,2.83988,10.21,70.91,2.91,11.76,29.15,11.92,15.56,43.5,13.4,34.2,87
285,excellent,2.83988,10.21,69.64,2.88,11.62,29.32,11.92,15.22,44.07,13.34,34.3,87.3
286,excellent,2.83988,10.09,70.27,2.84,11.95,28.82,11.78,18.69,43.78,13.24,34.3,87.3
287,excellent,2.83988,10.09,71.55,2.84,12.09,30.53,12.45,16.34,45.57,13.29,34.3,87.4
288,excellent,2.83988,10.01,72.21,2.91,11.95,29.66,11.87,15.02,48.14,13.34,34.4,87.4
289,excellent,2.83988,10.05,70.91,2.89,11.9,29.66,11.73,17.03,42.94,13.4,34.4,86.3
290,excellent,2.83988,10.01,70.91,2.88,11.95,29.83,12.06,17.34,42.94,13.24,34.4,87
291,excellent,2.83988,10.09,69.03,2.92,11.85,29.66,11.73,17.91,46.51,13.34,34.4,86.7
292,excellent,2.83988,10.09,70.91,2.89,11.85,29.49,11.97,14.7,43.22,13.18,34.4,86.8
293,excellent,2.83988,10.09,70.91,2.92,11.9,29.49,11.97,14.51,44.07,13.29,34.4,84.6
294,excellent,2.83988,10.09,72.88,2.91,11.17,29.49,11.87,15.29,42.94,13.4,34.4,85.6
295,excellent,2.83988,10.05,69.64,2.92,11.53,28.99,11.97,18.34,42.94,13.24,34.5,86.2
296,excellent,2.83988,10.01,70.91,2.91,11.71,28.03,11.92,17.58,43.22,13.24,34.5,86.4
297,excellent,2.83988,10.01,72.21,2.88,12.28,28.82,11.87,15.22,43.22,13.24,34.5,86.7
298,excellent,2.83988,9.97,72.21,2.88,11.81,29.15,11.82,15.15,42.94,13.24,34.6,86.9
299,excellent,2.83988,9.97,71.55,2.86,11.67,29.32,11.69,17.58,40.04,13.29,34.6,86.8
300,excellent,2.83988,9.89,69.64,2.88,11.95,28.66,11.82,15.63,41.58,13.18,34.6,86.9
301,excellent,2.953553333,9.97,71.55,2.88,11.71,29.66,11.73,15.15,39.79,13.29,34.6,87
302,excellent,2.953553333,9.89,72.21,2.84,11.4,28.99,11.41,14.89,41.58,13.18,34.7,87.2
303,excellent,2.953553333,9.82,73.56,2.84,11.71,28.82,11.55,14.7,42.11,13.13,34.7,87.4
304,excellent,2.953553333,9.86,72.21,2.88,11.44,29.49,11.46,14.26,42.38,13.13,34.7,87.4
305,excellent,2.953553333,9.89,72.21,2.89,11.67,29.15,11.73,15.22,41.84,13.29,34.7,86.8
306,excellent,2.953553333,9.89,69.64,2.88,11.62,29.32,11.64,15.22,41.58,13.24,34.7,86.7
307,excellent,2.953553333,9.86,71.55,2.86,11.49,29.66,11.64,17.58,42.66,13.13,34.7,86.8
308,excellent,2.953553333,9.86,71.55,2.88,11.4,28.82,11.46,16.64,41.84,13.18,34.8,86.9
309,excellent,2.953553333,9.82,73.56,2.84,11.58,29.83,11.5,15.09,41.58,13.29,34.8,87
310,excellent,2.953553333,9.82,70.91,2.88,11.44,29.66,11.69,16.12,41.84,13.18,34.8,86.6
311,excellent,2.953553333,9.86,70.91,2.91,11.67,31.07,11.69,18.08,42.11,13.29,34.8,85.7
312,excellent,2.953553333,9.86,72.21,2.91,11.62,29.49,11.82,15.15,41.58,13.18,34.8,82
313,excellent,2.953553333,9.89,72.21,2.91,11.9,30.53,11.97,15.09,44.96,13.24,34.8,83.9
314,excellent,2.953553333,9.93,70.91,2.94,11.95,30.53,12.4,15.15,43.5,13.13,34.8,79
315,excellent,2.953553333,9.89,72.88,2.97,11.71,29.66,11.87,15.35,42.66,13.13,34.8,82.1
316,excellent,2.953553333,10.01,70.27,2.94,11.58,29.66,11.97,15.56,44.07,13.08,34.8,82.2
317,excellent,2.953553333,9.93,71.55,2.96,11.58,30,11.73,19.23,42.11,13.08,34.8,82.3
318,excellent,2.953553333,9.89,72.21,2.92,11.53,30.35,11.73,14.38,41.05,13.08,34.9,83.4
319,excellent,2.953553333,9.86,72.21,2.91,11.4,30.18,11.69,17.34,44.37,13.03,34.9,84.2
320,excellent,2.953553333,9.86,70.27,3.01,11.44,27.87,11.82,15.7,41.05,13.03,34.9,84.5
321,excellent,2.953553333,9.78,72.21,3.02,11.53,28.66,11.41,18.87,40.04,13.03,35,84.9
322,excellent,2.953553333,9.74,72.21,3.87,11.62,28.82,11.55,14.63,39.3,13.08,34.9,85.1
323,excellent,2.953553333,9.74,71.55,4.1,11.44,29.83,11.23,14.57,39.55,12.92,35,85.1
324,excellent,2.953553333,9.74,72.21,4,11.4,29.66,11.15,15.84,41.05,13.03,35,85.1
325,excellent,2.953553333,9.66,73.56,3.93,11.58,32.6,11.28,17.1,38.59,13.03,35,85.4
326,excellent,2.953553333,9.66,70.91,3.93,11.35,29.32,11.15,16.95,38.83,12.98,35,85.6
327,excellent,2.953553333,9.63,70.91,3.85,11.35,29.49,11.32,18.08,39.79,12.87,35,85.6
328,excellent,2.953553333,9.7,71.55,3.85,11.35,29.66,10.93,16.12,39.06,12.87,35.1,85.8
329,excellent,2.953553333,9.74,70.27,3.85,11.4,30.18,11.1,18,39.3,12.82,35.1,85.8
330,excellent,2.953553333,9.55,69.64,3.79,11.31,29.83,10.84,14.26,39.55,12.98,35.1,85.7
331,excellent,2.953553333,9.63,70.91,3.79,11.26,30,11.1,14.38,36.35,12.98,35.1,85.9
332,excellent,2.953553333,9.66,72.21,3.81,10.41,29.66,11.28,14.7,40.04,12.92,35.1,85.9
333,excellent,2.953553333,9.63,70.27,3.79,10.83,28.66,11.15,14.02,41.84,12.87,35.1,84.9
334,excellent,2.953553333,9.7,71.55,3.81,11,28.5,11.19,14.89,38.36,12.98,35.1,85.2
335,excellent,2.953553333,9.66,70.27,3.79,10.96,28.66,10.89,14.44,39.79,12.82,35.2,85.2
336,excellent,2.953553333,9.7,72.21,3.79,10.96,26.39,11.19,17.34,38.36,12.92,35.1,85.2
337,excellent,2.953553333,9.66,71.55,3.76,11.09,28.34,11.01,14.44,37.9,12.82,35.2,85.2
338,excellent,2.953553333,9.66,73.56,3.78,11.09,28.34,11.06,14.14,38.36,12.87,35.2,85.3
339,excellent,2.953553333,9.66,71.55,3.78,11.09,27.72,11.06,18.25,37.67,12.92,35.2,85.4
340,excellent,2.953553333,9.59,71.55,3.76,11.04,27.72,11.01,17.18,38.12,12.87,35.2,85.4
341,excellent,2.953553333,9.55,72.88,3.85,11.31,26.96,11.15,17.83,36.78,12.92,35.3,85.6
342,excellent,2.953553333,9.63,71.55,3.76,11.44,27.26,10.84,18.08,37.9,12.98,35.3,85.7
343,excellent,2.953553333,9.55,72.21,3.74,11.4,27.87,11.01,14.63,37.44,12.98,35.3,85.9
344,excellent,2.953553333,9.55,72.21,3.74,11.31,27.56,10.93,13.96,37.67,12.87,35.3,85.9
345,excellent,2.953553333,9.55,71.55,3.74,11.22,27.56,10.97,14.57,37.44,12.92,35.3,85.8
346,excellent,2.953553333,9.48,74.95,3.72,11.13,27.56,10.89,14.32,38.36,13.13,35.3,85.8
347,excellent,2.953553333,9.51,71.55,3.72,11,28.03,10.8,14.38,38.12,12.82,35.3,85.7
348,excellent,2.953553333,9.44,72.88,3.7,11.09,28.03,10.89,16.72,37,12.92,35.3,85.7
349,excellent,2.953553333,9.48,72.21,3.72,11.04,27.41,10.89,14.38,37.22,12.87,35.3,85.7
350,excellent,2.953553333,9.37,74.25,3.7,10.96,27.41,10.84,17.34,37.67,12.82,35.3,85.5
351,excellent,2.953553333,9.4,73.56,3.68,10.96,26.67,10.93,16.57,36.14,12.87,35.4,85.6
352,excellent,2.953553333,9.44,72.21,3.72,11,27.26,10.72,14.51,36.14,12.82,35.3,85.9
353,excellent,2.953553333,9.33,70.27,3.7,10.96,27.41,10.8,14.14,35.72,12.77,35.4,86.2
354,excellent,2.953553333,9.33,71.55,3.7,10.91,27.72,10.89,13.66,36.14,12.82,35.4,85.5
355,excellent,2.953553333,9.33,70.91,3.68,10.83,27.41,10.76,17.03,35.51,12.82,35.4,85.1
356,excellent,2.953553333,9.37,72.21,3.7,10.91,27.26,10.67,14.38,35.93,12.72,35.3,85
357,excellent,2.953553333,9.33,71.55,3.72,10.83,28.18,10.89,14.63,35.93,12.77,35.4,85.2
358,excellent,2.953553333,9.37,70.91,3.72,10.87,26.96,10.72,14.96,35.11,12.72,35.4,85.4
359,excellent,2.953553333,9.29,72.21,3.68,10.91,26.96,10.63,14.32,35.51,12.67,35.4,85.5
360,excellent,2.953553333,9.37,71.55,3.7,10.79,26.82,10.67,17.03,35.72,12.62,35.4,85.5
361,good,3.06044,9.26,70.91,3.67,10.83,27.26,10.63,16.57,34.12,12.62,35.4,85.5
362,good,3.06044,9.37,74.25,3.7,10.91,26.53,10.63,15.98,34.12,12.98,35.4,85.2
363,good,3.06044,9.33,72.21,3.68,10.91,27.11,10.67,14.76,33.74,12.72,35.4,85.3
364,good,3.06044,9.26,73.56,3.67,10.79,26.24,10.55,14.26,33.74,12.72,35.4,85.2
365,good,3.06044,9.29,71.55,3.68,10.91,26.82,10.59,14.26,35.51,12.72,35.4,84.7
366,good,3.06044,9.37,71.55,3.7,10.87,26.82,10.55,14.63,33.36,12.72,35.4,85
367,good,3.06044,9.37,71.55,3.68,10.83,26.96,10.59,14.38,32.99,12.72,35.5,85.3
368,good,3.06044,9.18,73.56,3.67,10.79,27.41,10.43,14.32,32.99,12.72,35.5,85.2
369,good,3.06044,9.18,73.56,3.67,10.62,27.41,10.47,16.2,33.74,12.57,35.5,85.3
370,good,3.06044,9.29,71.55,3.7,10.87,27.41,10.59,15.22,32.99,12.57,35.5,83.9
371,good,3.06044,9.15,72.21,3.68,10.91,27.11,10.59,15.02,34.12,12.52,35.5,84.5
372,good,3.06044,9.26,73.56,3.68,10.83,27.41,10.59,15.35,33.17,12.62,35.5,81.5
373,good,3.06044,9.26,70.91,3.72,10.62,27.26,10.63,17.1,33.55,12.62,35.5,82.8
374,good,3.06044,9.33,72.21,3.7,10.91,26.82,10.76,16.87,33.36,12.67,35.5,82.6
375,good,3.06044,9.26,71.55,3.7,10.87,26.82,10.59,13.84,36.35,12.52,35.5,81.9
376,good,3.06044,9.18,73.56,3.67,10.7,26.53,10.51,16.42,32.81,12.62,35.6,82.9
377,good,3.06044,9.22,71.55,3.67,10.83,26.67,10.55,14.38,33.17,12.52,35.5,83
378,good,3.06044,9.29,70.27,3.68,10.45,26.82,10.47,14.32,34.71,12.72,35.6,82.9
379,good,3.06044,9.22,73.56,3.68,10.25,26.39,10.47,14.83,32.45,12.52,35.6,83.4
380,good,3.06044,9.22,70.91,3.68,10.37,26.82,10.51,15.35,33.74,12.52,35.6,83.8
381,good,3.06044,9.29,70.91,3.72,10.58,26.39,10.67,14.26,33.74,12.52,35.6,79.3
382,good,3.06044,9.29,72.88,3.7,10.58,28.5,10.55,16.57,33.93,12.52,35.6,79.3
383,good,3.06044,9.29,70.91,3.72,10.66,26.39,10.63,14.51,31.4,12.67,35.6,80.9
384,good,3.06044,9.26,70.91,3.7,10.62,25.82,10.51,14.89,33.36,12.62,35.6,81.4
385,good,3.06044,9.15,71.55,3.7,10.79,24,10.34,14.08,32.45,12.52,35.7,82.3
386,good,3.06044,9.15,71.55,3.68,10.79,25.96,10.47,17.67,32.27,12.57,35.6,82.7
387,good,3.06044,9.08,72.88,3.67,10.58,26.24,10.26,15.7,31.74,12.57,35.7,83
388,good,3.06044,9.15,71.55,3.68,10.49,26.53,10.39,14.2,35.51,12.52,35.7,83.1
389,good,3.06044,9.11,73.56,3.7,10.66,26.39,10.51,14.63,33.55,12.62,35.7,81
390,good,3.06044,9.15,73.56,3.7,10.66,26.53,10.59,15.49,32.99,12.62,35.7,76.9
391,good,3.06044,9.22,72.88,3.72,10.66,26.1,10.34,16.34,32.27,12.52,35.7,80.3
392,good,3.06044,9.15,71.55,3.7,10.58,26.39,10.51,17.83,33.17,12.57,35.7,81.1
393,good,3.06044,9.15,72.21,3.7,10.54,26.53,10.51,14.38,33.17,12.52,35.7,79.9
394,good,3.06044,9.22,74.25,3.74,10.7,26.39,10.55,14.51,33.55,12.72,35.7,77.1
395,good,3.06044,9.18,71.55,3.72,10.7,26.24,10.55,17.91,33.17,12.47,35.7,78.2
396,good,3.06044,9.18,72.21,3.7,10.79,26.53,10.51,14.02,32.09,12.67,35.7,73.5
397,good,3.06044,9.22,71.55,3.72,10.7,25.82,10.84,13.72,32.45,12.62,35.7,75.7
398,good,3.06044,9.29,74.25,3.72,10.62,25.42,10.39,16.87,32.09,12.57,35.8,76.8
399,good,3.06044,9.22,71.55,3.7,10.58,25.69,10.59,16.12,31.4,12.62,35.8,75.4
400,good,3.06044,9.33,72.21,3.72,10.7,28.18,10.43,13.54,31.4,12.62,35.8,77.6
401,good,3.06044,9.29,74.95,3.72,10.66,24.63,11.28,20.19,32.99,12.57,35.8,78.3
402,good,3.06044,9.18,72.88,3.72,10.54,25.69,10.26,13.54,29.15,12.72,35.8,79.2
403,good,3.06044,9.08,74.25,3.68,10.54,25.42,10.14,17.5,31.06,12.62,35.8,79.7
404,good,3.06044,9.11,74.95,3.7,10.49,25.96,10.14,15.91,30.41,12.67,35.9,80.3
405,good,3.06044,9.08,74.95,3.7,10.33,25.96,10.22,14.14,30.73,12.67,35.9,80.8
406,good,3.06044,9.15,74.25,3.72,10.41,25.82,10.26,16.49,31.57,12.67,35.9,79.9
407,good,3.06044,9.08,74.95,3.7,10.58,25.82,10.3,17.67,32.81,12.72,35.9,77.6
408,good,3.06044,9.08,73.56,3.7,10.58,25.69,10.34,14.26,32.09,12.72,35.9,74.8
409,good,3.06044,9.08,76.39,3.7,10.83,26.1,10.26,16.27,30.73,12.77,35.9,76.1
410,good,3.06044,9.08,74.25,3.87,10.7,26.1,10.26,15.84,31.06,12.77,35.9,78.2
411,good,3.06044,9.22,72.88,3.7,10.7,28.18,10.22,14.14,30.09,12.87,36,76.3
412,good,3.06044,9.18,74.95,3.7,10.62,26.39,10.06,13.43,29.61,12.72,36,77.3
413,good,3.06044,9.18,72.88,3.74,10.91,26.39,10.3,14.44,31.57,12.77,36,77.9
414,good,3.06044,9.22,73.56,3.76,9.74,25.82,10.39,17.1,29.61,12.82,36,72.6
415,good,3.06044,9.11,74.95,3.72,9.63,24.76,10.26,15.91,31.06,13.03,36,75.9
416,good,3.06044,9.11,72.88,3.72,9.94,24.37,10.22,14.32,29.93,12.92,36,75.9
417,good,3.06044,9.08,70.91,3.7,10.09,23.75,10.14,16.72,31.06,12.87,36.1,78.1
418,good,3.06044,9.04,71.55,3.68,10.83,24,9.91,13.43,28.85,12.98,36.1,79.3
419,good,3.06044,8.87,70.91,3.68,10.91,28.03,9.72,17.03,29.77,12.77,36.1,79.6
420,good,3.06044,8.87,71.55,3.68,10.83,25.15,9.91,14.02,29.46,12.42,36.1,79.6
421,good,3.285333788,8.87,73.56,3.7,9.86,24,9.99,15.15,29.3,12.37,36.1,79.4
422,good,3.285333788,8.87,72.88,3.68,10.66,25.15,9.79,15.77,27.83,12.47,36.2,79.6
423,good,3.285333788,8.94,71.55,3.72,9.74,24,9.83,16.34,28.85,12.32,36.2,80
424,good,3.285333788,8.83,73.56,3.68,9.94,23.39,9.68,16.72,28.12,12.37,36.2,79.3
425,good,3.285333788,8.8,72.21,3.67,9.82,23.63,9.75,13.54,28.12,12.47,36.2,80.3
426,good,3.285333788,8.83,72.88,3.68,10.17,23.39,9.68,15.98,26.86,12.52,36.2,80.8
427,good,3.285333788,8.73,72.88,3.68,10.13,24.5,9.49,13.78,28.85,12.42,36.3,81.4
428,good,3.285333788,8.69,71.55,3.67,10.25,24.37,9.57,15.63,27.83,12.57,36.3,81.1
429,good,3.285333788,8.73,74.95,3.67,10.87,25.15,9.68,15.42,28.85,12.52,36.3,80.2
430,good,3.285333788,8.73,74.95,3.67,10.74,24.76,9.72,15.29,29.15,12.47,36.3,78.8
431,good,3.285333788,8.73,72.88,3.68,9.82,24.25,9.68,16.12,27.55,12.62,36.3,79.5
432,good,3.285333788,8.73,74.95,3.67,10.96,26.96,9.53,13.66,27.83,12.52,36.3,80.1
433,good,3.285333788,8.66,72.88,3.67,10.29,25.28,9.49,16.34,27.83,12.62,36.3,80.7
434,good,3.285333788,8.69,74.95,3.68,10.01,24,9.34,16.72,27.27,12.62,36.4,79.5
435,good,3.285333788,8.76,72.88,3.7,9.67,23.63,9.45,15.02,27.69,12.23,36.6,79.7
436,good,3.285333788,8.69,72.88,3.67,10.09,22.36,9.95,14.26,27,12.08,37,79
437,good,3.285333788,9.11,72.88,3.65,9.82,23.16,9.38,14.08,26.47,12.18,37.6,78.1
438,good,3.285333788,9.18,74.95,3.65,11,24.25,9.31,16.12,28.41,12.18,38.3,76.9
439,good,3.285333788,9.04,74.25,3.67,10.54,24.25,9.45,15.91,28.26,12.08,38.6,72.3
440,good,3.285333788,9.11,73.56,3.65,10.29,25.55,9.57,15.7,31.23,12.18,38.8,66.9
441,good,3.285333788,9.22,74.95,3.67,10.54,28.03,9.64,13.26,31.57,12.42,38.9,56.6
442,good,3.285333788,9.33,74.25,3.7,10.45,24.25,9.53,13.15,28.41,12.03,39,63.9
443,good,3.285333788,9.15,73.56,3.68,10.33,24.63,9.38,13.6,27.27,12.13,38.9,67.4
444,good,3.285333788,9.11,73.56,3.65,10.83,23.63,9.31,15.77,26.47,12.13,38.9,69
445,good,3.285333788,9.01,73.56,3.65,10.33,23.16,9.2,16.49,26.6,11.99,38.8,70.6
446,good,3.285333788,9.01,67.82,3.61,10.49,23.16,9.09,13.37,25.95,12.08,38.7,71.7
447,good,3.285333788,8.87,74.95,3.61,9.9,23.63,9.06,13.54,27.41,11.94,38.5,71.7
448,good,3.285333788,8.87,72.88,3.63,9.94,21.81,9.38,13.32,26.2,12.03,38.4,71.9
449,good,3.285333788,8.8,74.25,3.61,9.74,22.03,9.06,13.21,25.82,11.89,38.3,73
450,good,3.285333788,8.73,73.56,3.61,9.94,23.16,8.95,13.15,24.83,11.94,38.2,74.1
451,good,3.285333788,8.8,72.21,3.61,9.97,22.81,8.99,16.2,24.95,11.99,38.1,74.7
452,good,3.285333788,8.73,72.88,3.63,9.41,24,8.88,12.88,25.2,11.99,38,74.8
453,good,3.285333788,8.76,73.56,3.63,9.55,22.14,8.95,16.49,25.07,11.89,37.9,74.7
454,good,3.285333788,8.69,70.91,3.61,9.52,22.7,8.99,13.26,25.07,11.94,37.9,73.9
455,good,3.285333788,8.59,74.95,3.56,9.97,22.47,8.81,15.77,24.59,11.85,37.8,75.8
456,good,3.285333788,8.66,71.55,3.63,9.26,22.47,8.88,16.72,25.57,11.75,37.7,76.6
457,good,3.285333788,8.59,74.25,3.61,9.63,22.47,8.92,13.43,25.32,11.85,37.6,75
458,good,3.285333788,8.59,74.25,3.63,9.74,22.92,8.99,14.57,25.95,11.75,37.6,76.2
459,good,3.285333788,8.69,72.88,3.61,10.21,22.36,8.88,15.77,24.71,11.75,37.6,73
460,good,3.285333788,8.66,73.56,3.63,10.25,22.36,8.88,13.43,24.36,11.8,37.5,75.5
461,good,3.285333788,8.59,71.55,3.59,9.9,22.58,8.78,14.76,24.24,11.85,37.5,76.5
462,good,3.285333788,8.56,74.95,3.59,9.78,22.81,8.71,15.7,24.24,11.75,37.4,77.1
463,good,3.285333788,8.59,72.88,3.61,9.82,22.36,8.71,16.27,23.67,11.8,37.4,77.7
464,good,3.285333788,8.52,74.95,3.61,9.86,22.36,8.78,13.21,23.67,11.71,37.4,78.3
465,good,3.285333788,8.46,74.95,3.59,9.78,21.6,8.67,12.93,23.01,11.66,37.4,78.8
466,good,3.285333788,8.52,72.88,3.59,9.55,22.7,8.61,16.2,24.01,11.75,37.3,79
467,good,3.285333788,8.42,71.55,3.59,9.74,22.81,8.64,14.08,23.12,11.75,37.3,78.5
468,good,3.285333788,8.49,74.25,3.61,9.37,22.92,8.61,13.21,23.34,11.75,37.3,79.5
469,good,3.285333788,8.49,74.95,3.61,9.7,22.7,8.61,13.78,22.8,11.71,37.2,79.9
470,good,3.285333788,8.39,74.95,3.59,10.09,23.27,8.57,12.93,23.67,11.66,37.2,80
471,good,3.285333788,8.46,71.55,3.63,8.94,23.27,8.57,15.35,22.28,11.75,37.2,80.5
472,good,3.285333788,8.42,72.88,3.61,9.37,22.58,8.57,12.82,22.28,11.71,37.2,79.8
473,good,3.285333788,8.46,73.56,3.63,9.52,21.92,8.51,14.32,22.48,11.57,37.1,80.4
474,good,3.285333788,8.42,74.25,3.61,10.49,22.25,8.47,12.56,22.91,11.66,37.1,80.8
475,good,3.285333788,8.42,72.88,3.61,9.94,22.14,8.37,12.66,22.28,11.66,37.1,80.6
476,good,3.285333788,8.36,74.95,3.59,9.67,21.92,8.51,12.4,23.01,11.52,37.1,81.2
477,good,3.285333788,8.39,72.88,3.63,9.63,21.92,8.57,15.98,23.45,11.57,37.1,81.2
478,good,3.285333788,8.33,74.25,3.59,9.55,22.7,8.54,12.99,24.24,11.57,37.1,81.5
479,good,3.285333788,8.42,71.55,3.63,9.7,23.04,8.44,13.72,22.28,11.62,37.1,79.9
480,good,3.285333788,8.42,71.55,3.63,9.74,22.58,8.64,12.56,22.28,11.57,37.2,79.5
481,good,3.349828015,8.39,74.25,3.59,9.67,22.7,8.47,15.29,21.38,11.48,37.2,80.3
482,good,3.349828015,8.42,73.56,3.63,9.37,22.47,8.47,13.66,21.09,11.62,37.2,80.3
483,good,3.349828015,8.39,72.88,3.59,9.55,21.18,8.28,12.61,20.8,11.48,37.2,81
484,good,3.349828015,8.39,71.55,3.61,9.55,23.27,8.41,14.08,22.28,11.57,37.2,81.5
485,good,3.349828015,8.29,73.56,3.59,9.63,22.36,8.44,13.26,21.77,11.48,37.2,81
486,good,3.349828015,8.33,74.95,3.59,9.48,22.47,8.37,13.6,21.87,11.43,37.2,80.6
487,good,3.349828015,8.29,72.88,3.59,9.59,22.47,8.47,14.38,19.98,11.52,37.2,81
488,good,3.349828015,8.26,73.56,3.59,9.55,22.03,8.31,12.93,20.07,11.52,37.2,81.4
489,good,3.349828015,8.33,72.88,3.61,9.55,22.14,8.37,15.35,20.71,11.52,37.3,81.6
490,good,3.349828015,8.33,74.95,3.61,9.63,22.25,8.34,15.02,20.52,11.43,37.3,80.6
491,good,3.349828015,8.23,72.88,3.56,9.74,21.92,8.31,12.66,21.18,11.34,37.4,78.8
492,good,3.349828015,8.26,73.56,3.61,9.67,21.6,8.41,12.72,21.28,11.75,37.5,79.5
493,good,3.349828015,8.23,72.88,3.57,9.67,21.81,8.34,15.22,19.89,11.39,37.6,78.3
494,good,3.349828015,8.33,73.56,3.59,9.67,21.71,8.21,13.26,19.46,11.43,37.8,78.8
495,good,3.349828015,8.29,74.95,3.59,9.63,21.92,8.21,12.66,19.46,11.3,37.9,79.1
496,good,3.349828015,8.33,72.88,3.59,9.82,21.71,8.15,13.37,19.04,11.39,37.9,79.5
497,good,3.349828015,8.2,73.56,3.57,9.74,21.92,8.51,14.51,18.55,11.3,38,79.5
498,good,3.349828015,8.16,74.95,3.56,9.78,23.16,8.08,15.15,19.21,11.3,38,79.6
499,good,3.349828015,8.2,72.88,3.57,9.55,21.08,8.05,12.66,18.23,11.34,38,78.7
500,good,3.349828015,8.23,74.95,3.57,9.67,22.14,8.11,12.61,18.31,11.3,38.1,79.4
501,good,3.349828015,8.2,73.56,3.61,7.85,22.14,8.05,12.61,17.69,11.26,38,79.8
502,good,3.349828015,8.2,72.21,3.78,8.73,21.92,7.99,12.88,18.31,11.21,38,80.4
503,good,3.349828015,8.16,72.88,3.59,9.19,20.98,8.05,15.22,17.47,11.3,38,80.5
504,good,3.349828015,8.1,72.88,3.59,8.94,21.49,8.05,12.77,17.32,11.34,38,81.1
505,good,3.349828015,8.1,72.88,3.59,8.9,21.81,7.99,12.82,16.81,11.34,37.9,81.6
506,good,3.349828015,8.13,75.66,3.59,10.17,21.71,8.02,14.02,17.62,11.34,37.9,81.8
507,good,3.349828015,8.03,73.56,3.57,9.55,21.18,8.02,12.77,16.33,11.34,37.9,81.7
508,good,3.349828015,8,74.25,3.57,9.7,21.81,8.02,14.38,16.81,11.26,37.8,82
509,good,3.349828015,7.97,73.56,3.59,8.77,22.03,7.93,15.22,17.17,11.3,37.8,82.4
510,good,3.349828015,8.03,74.25,3.57,9.12,21.71,7.99,15.63,16.67,11.3,37.8,82.5
511,good,3.349828015,7.97,74.25,3.56,9.04,22.47,8.05,15.98,17.1,11.17,37.7,82.6
512,good,3.349828015,7.97,74.25,3.59,9.48,21.81,8.28,12.72,16.26,11.26,37.7,81.6
