minute,class,TVC,MQ135,MQ136,MQ2,MQ3,MQ4,MQ5,MQ6,MQ8,MQ9,Temperature,Humidity
254,excellent,2.85746,10.33,6.77,3.19,12.09,27.11,8.54,12.45,29.15,10.99,33.4,99.9
255,excellent,2.85746,10.41,6.74,3.24,12.09,26.82,8.54,14.26,29.61,11.89,33.4,99.9
256,excellent,2.85746,10.41,6.77,3.22,12.04,28.03,8.47,14.08,29.77,10.82,33.4,99.9
257,excellent,2.85746,10.45,6.83,3.21,12.19,26.96,8.51,12.66,29.15,11.85,33.4,99.9
258,excellent,2.85746,10.37,6.77,3.22,12.19,25.02,8.31,14.14,29.77,11.75,33.4,99.9
259,excellent,2.85746,10.37,6.8,3.22,12.19,26.67,8.34,12.2,27.83,12.08,33.4,99.9
260,excellent,2.85746,10.37,6.77,3.24,12.09,26.96,8.15,12.25,27.97,11.85,33.4,99.9
261,excellent,2.85746,10.45,6.8,3.22,11.99,27.41,8.18,12.25,29.15,11.3,33.4,99.9
262,excellent,2.85746,10.37,6.8,3.22,12.14,26.53,8.18,12.51,29.15,11.94,33.5,99.9
263,excellent,2.85746,10.45,6.83,3.22,11.95,27.41,8.08,13.9,28.85,10.95,33.5,99.9
264,excellent,2.85746,10.33,6.83,3.21,12.09,25.96,8.54,12.25,28.7,11.04,33.5,99.9
265,excellent,2.85746,10.49,6.85,3.21,11.95,27.11,8.24,12.51,29.3,11.99,33.5,99.9
266,excellent,2.85746,10.41,6.77,3.21,12.04,26.67,8.15,13.49,29.15,11.94,33.5,99.9
267,excellent,2.85746,10.49,6.83,3.33,11.99,26.67,8.05,12.05,29.46,11.66,33.5,99.9
268,excellent,2.85746,10.33,6.97,3.21,12.04,25.02,8.05,12,29.46,11.85,33.5,99.9
269,excellent,2.85746,10.45,7.11,3.29,11.95,26.53,7.89,13.66,29.77,10.95,33.5,99.9
270,excellent,2.85746,10.29,7.14,3.28,11.95,26.39,7.93,12.45,29.15,11.99,33.5,99.9
271,excellent,2.85746,10.45,7.19,3.24,11.95,26.39,7.83,11.9,29.15,11.89,33.6,99.9
272,excellent,2.85746,10.37,7.22,3.26,11.99,26.39,7.83,12.3,29,11.89,33.6,99.9
273,excellent,2.85746,10.37,7.05,3.31,11.9,27.11,7.74,11.95,29.77,11.85,33.5,99.9
274,excellent,2.85746,10.37,7.19,3.22,11.95,26.53,8.02,11.52,29.15,11.71,33.6,99.9
275,excellent,2.85746,10.33,6.97,3.24,11.99,26.96,7.71,13.15,29.15,10.95,33.6,99.9
276,excellent,2.85746,10.33,6.99,3.24,12.04,27.56,7.65,11.85,29,11.75,33.6,99.9
277,excellent,2.85746,10.29,6.94,3.26,11.99,27.41,7.68,12.25,29.61,11.89,33.6,99.9
278,excellent,2.85746,10.33,6.99,3.24,11.99,27.56,7.74,12.93,29,11.71,33.6,99.9
279,excellent,2.85746,10.37,6.91,3.22,11.99,26.67,7.68,12,29.15,10.91,33.6,99.9
280,excellent,2.85746,10.37,6.97,3.26,12.04,30.18,7.59,14.08,29.46,11.71,33.6,99.9
281,excellent,2.85746,10.41,6.94,3.24,11.99,27.26,7.56,12.15,29.3,10.87,33.7,99.9
282,excellent,2.85746,10.37,6.85,3.26,11.95,27.72,7.53,12,28.85,11.08,33.7,99.9
283,excellent,2.85746,10.41,6.34,3.26,11.95,26.39,7.44,12.72,29,11.94,33.7,99.9
284,excellent,2.85746,10.33,6.72,3.24,11.9,26.39,7.38,11.66,29.3,12.23,33.7,99.9
285,excellent,2.85746,10.33,6.74,3.24,11.81,26.53,7.29,13.09,29,11.75,33.7,99.9
286,excellent,2.85746,10.29,6.63,3.22,11.85,27.26,7.32,13.15,28.85,10.91,33.7,99.9
287,excellent,2.85746,10.33,6.74,3.22,11.81,26.24,7.32,12.1,29,11.8,33.8,99.9
288,excellent,2.85746,10.29,6.74,3.22,11.85,26.53,7.29,11.42,28.41,10.91,33.8,99.9
289,excellent,2.85746,10.37,6.72,3.24,11.95,29.66,7.21,11.52,29,10.91,33.8,99.9
290,excellent,2.85746,10.33,6.66,3.36,11.95,26.82,7.29,11.8,29.61,11.75,33.8,99.9
291,excellent,2.85746,10.29,6.55,3.24,11.81,26.24,7.29,11.38,28.55,11.8,33.8,99.9
292,excellent,2.85746,10.29,6.55,3.24,11.9,27.11,7.26,12.77,29.3,11.85,33.8,99.9
293,excellent,2.85746,10.29,6.58,3.24,11.76,26.82,7.23,12.25,29.46,11.43,33.8,99.9
294,excellent,2.85746,10.33,6.5,3.28,11.9,26.82,7.12,12.93,29.15,11.99,33.8,99.9
295,excellent,2.85746,10.29,6.63,3.22,11.76,27.72,7.06,11.47,29.46,11.62,33.8,99.9
296,excellent,2.85746,10.45,6.77,3.26,11.85,28.18,7.12,12.88,29.93,11.85,33.8,99.9
297,excellent,2.85746,10.41,6.69,3.28,11.81,27.41,7.12,10.88,29.46,11.57,33.8,99.9
298,excellent,2.85746,10.45,6.69,3.24,11.76,27.26,7.15,11.66,29.93,10.74,33.8,99.9
299,excellent,2.85746,10.45,6.58,3.26,11.81,26.82,7.09,13.21,31.57,11.66,33.8,99.9
300,excellent,2.85746,10.37,6.53,3.24,11.71,27.41,7.06,13.37,29.77,11.89,33.8,99.9
301,excellent,2.96544,10.41,6.5,3.26,11.71,28.34,7.01,11.19,29.46,10.57,33.9,99.9
302,excellent,2.96544,10.45,6.5,3.26,11.76,29.15,6.98,11.42,29.93,11.75,33.9,99.9
303,excellent,2.96544,10.41,6.47,3.24,11.76,27.41,7.12,11.52,29.93,10.82,33.9,99.9
304,excellent,2.96544,10.49,6.53,3.26,11.85,27.41,7.15,12.82,32.45,11.75,33.9,99.9
305,excellent,2.96544,10.37,6.55,3.28,11.85,27.11,7.15,11.47,30.09,11.62,33.9,99.9
306,excellent,2.96544,10.41,6.74,3.24,11.71,26.96,7.15,12.61,30.25,11.52,33.9,99.9
307,excellent,2.96544,10.37,6.58,3.35,11.81,27.41,6.98,11.33,30.09,10.7,34,99.9
308,excellent,2.96544,10.33,6.69,3.24,11.71,26.53,7.15,10.79,29.61,11.85,34,99.9
309,excellent,2.96544,10.45,6.69,3.26,11.71,26.67,6.95,12.93,28.7,11.71,34,99.9
310,excellent,2.96544,10.37,6.69,3.28,11.76,26.39,7.01,11.19,29.3,10.91,34,99.9
311,excellent,2.96544,10.29,6.83,3.24,11.67,27.72,7.01,11.52,30.09,10.78,34,99.9
312,excellent,2.96544,10.41,6.8,3.26,11.62,26.96,6.9,11.24,29.77,10.78,34.1,99.9
313,excellent,2.96544,10.29,6.66,3.28,11.67,25.82,6.87,11.1,29.15,11.71,34.1,99.9
314,excellent,2.96544,10.37,6.74,3.26,11.53,27.11,6.79,12.4,29.15,10.87,34.1,99.9
315,excellent,2.96544,10.29,6.8,3.28,11.62,26.1,6.68,11.52,29.15,10.74,34.1,99.9
316,excellent,2.96544,10.25,6.74,3.28,11.62,26.1,6.6,10.62,29.77,11.66,34.2,99.9
317,excellent,2.96544,10.17,6.8,3.28,11.49,26.67,6.73,10.37,29.61,10.78,34.2,99.9
318,excellent,2.96544,10.17,6.55,3.26,11.53,26.24,6.73,11.9,29.3,10.87,34.2,99.9
319,excellent,2.96544,10.17,6.47,3.24,11.44,26.53,6.54,12.61,29.15,10.78,34.2,99.9
320,excellent,2.96544,10.13,6.45,3.28,11.4,25.69,6.52,11.66,28.85,11.75,34.2,99.9
321,excellent,2.96544,10.21,6.47,3.26,11.44,26.82,6.44,11.47,28.85,11.8,34.2,99.9
322,excellent,2.96544,10.09,6.53,3.28,11.53,28.18,6.62,12.3,29.3,11.8,34.3,99.9
323,excellent,2.96544,10.25,6.55,3.26,11.49,27.41,6.79,11.42,29.77,11.75,34.3,99.9
324,excellent,2.96544,10.21,6.47,3.33,11.53,24.76,6.81,11.01,30.25,10.78,34.2,99.9
325,excellent,2.96544,10.21,6.53,3.29,11.49,26.53,6.68,11.61,30.57,11.75,34.3,99.9
326,excellent,2.96544,10.21,6.55,3.29,11.58,26.96,6.81,12.77,31.23,11.66,34.3,99.9
327,excellent,2.96544,10.33,6.45,3.28,11.44,28.5,6.95,12.45,30.9,10.82,34.3,99.9
328,excellent,2.96544,10.25,6.5,3.28,11.49,27.26,6.87,13.15,30.9,11.75,34.3,99.9
329,excellent,2.96544,10.33,6.42,3.31,11.44,26.39,6.81,11.15,31.23,11.66,34.3,99.9
330,excellent,2.96544,10.17,6.37,3.31,11.44,27.87,6.92,12.25,31.74,11.43,34.3,99.9
331,excellent,2.96544,10.33,6.45,3.29,11.53,29.83,7.26,11.38,32.99,11.8,34.4,99.9
332,excellent,2.96544,10.37,6.39,3.31,11.62,29.83,7.47,13.9,32.99,10.74,34.3,98.8
333,excellent,2.96544,10.29,6.39,3.33,11.71,32.4,7.86,11.8,33.36,10.82,34.3,98.2
334,excellent,2.96544,10.29,6.42,3.33,11.58,30.71,7.86,12,33.74,11.57,34.3,97
335,excellent,2.96544,10.33,6.42,3.35,11.53,31.26,7.93,13.84,33.55,11.62,34.4,97.9
336,excellent,2.96544,10.21,6.39,3.31,11.4,29.83,7.53,11.42,33.36,10.78,34.4,99.9
337,excellent,2.96544,10.17,6.39,3.33,11.31,27.11,7.38,11.38,32.99,10.74,34.5,99.9
338,excellent,2.96544,10.09,6.42,3.35,11.4,30.89,7.21,11.33,31.92,11.8,34.5,99.9
339,excellent,2.96544,10.05,6.45,3.33,11.26,27.11,7.06,11.29,31.4,10.82,34.5,99.9
340,excellent,2.96544,10.01,6.45,3.31,11.13,26.96,6.92,11.71,31.23,11.34,34.6,99.9
341,excellent,2.96544,9.97,6.5,3.33,11.13,25.55,6.79,11.1,31.4,11.71,34.6,99.9
342,excellent,2.96544,9.93,6.42,3.33,11.09,26.39,6.76,11.15,31.06,11.62,34.6,99.9
343,excellent,2.96544,9.74,6.45,3.29,10.96,26.39,6.62,11.01,30.73,10.7,34.7,99.9
344,excellent,2.96544,9.78,6.53,3.33,11.04,25.82,6.57,10.93,30.57,11.43,34.7,99.9
345,excellent,2.96544,9.63,6.5,3.29,10.91,26.53,6.52,12.61,30.9,11.57,34.7,99.9
346,excellent,2.96544,9.7,6.55,3.29,10.87,28.82,6.39,11.52,29.93,11.39,34.7,99.9
347,excellent,2.96544,9.63,6.72,3.29,10.83,26.24,6.21,10.04,30.41,11.43,34.7,99.9
348,excellent,2.96544,9.63,6.8,3.31,10.83,25.42,6.26,10.54,30.41,11.3,34.7,99.9
349,excellent,2.96544,9.48,6.72,3.24,10.79,25.69,6.13,10.58,30.09,10.7,34.7,99.9
350,excellent,2.96544,9.44,6.72,3.26,10.79,25.69,6.03,10.88,30.09,11.39,34.7,99.9
351,excellent,2.96544,9.4,6.72,3.29,10.79,27.56,5.98,10.16,30.57,11.62,34.8,99.9
352,excellent,2.96544,9.48,6.74,3.28,10.62,25.28,5.88,10.75,29.46,11.39,34.8,99.9
353,excellent,2.96544,9.44,6.74,3.26,10.62,26.24,5.86,11.38,29.77,10.53,34.8,99.9
354,excellent,2.96544,9.33,6.66,3.24,10.7,25.96,6.01,12.2,32.81,11.62,34.8,99.9
355,excellent,2.96544,9.33,6.66,3.24,10.66,25.82,6.03,11.61,30.73,11.26,34.8,99.9
356,excellent,2.96544,9.33,6.69,3.28,10.62,25.55,6.03,10.2,30.41,11.62,34.8,99.9
357,excellent,2.96544,9.37,6.66,3.29,10.62,28.03,6.03,13.6,30.09,11.39,34.8,99.9
358,excellent,2.96544,9.22,6.61,3.24,10.49,25.82,5.81,11.56,29.93,10.57,34.9,99.9
359,excellent,2.96544,9.29,6.55,3.28,10.49,25.55,5.88,11.24,30.41,11.39,34.9,99.9
360,excellent,2.96544,9.22,6.58,3.26,10.45,23.88,5.86,10.2,30.41,11.3,34.9,99.9
361,good,3.06758,9.26,6.5,3.29,10.33,25.02,5.76,10.75,31.06,11.62,34.9,99.9
362,good,3.06758,9.86,6.53,3.24,13.04,40.67,10.47,14.57,37.9,11.48,34.9,99.9
363,good,3.06758,10.57,6.5,3.26,13.73,42.74,10.8,17.03,40.54,11.04,34.7,78.4
364,good,3.06758,11,6.53,3.4,13.19,32.01,9.24,13.15,39.79,11.21,34.8,76
365,good,3.06758,11.08,6.55,3.35,12.73,28.18,8.08,11.95,35.93,11.26,34.8,76
366,good,3.06758,11.21,6.58,3.35,12.33,27.72,7.47,14.32,34.12,10.49,34.8,88
367,good,3.06758,11.13,6.66,3.33,11.99,25.96,7.15,10.75,33.17,11.21,34.9,92.7
368,good,3.06758,11.08,6.63,3.33,11.76,22.81,6.87,12.25,32.45,11.39,34.9,95
369,good,3.06758,11,6.58,3.29,11.67,25.42,6.68,10.58,31.57,11.26,35,96.8
370,good,3.06758,10.91,6.58,3.28,11.4,24.12,6.39,10.49,31.23,11.26,35,98
371,good,3.06758,10.78,6.61,3.28,11.26,24.5,6.36,11.61,30.9,10.41,35.1,99.1
372,good,3.06758,10.74,6.55,3.24,11.17,23.88,6.21,11.8,30.73,11.21,35.1,99.9
373,good,3.06758,10.66,6.61,3.26,11.13,22.92,6.06,12.88,30.25,11.21,35.2,99.9
374,good,3.06758,10.53,6.55,3.22,11.04,23.16,6.03,12.3,29.77,11.17,35.2,99.9
375,good,3.06758,10.49,6.66,3.26,10.96,24,6.03,10.29,31.57,11.21,35.2,99.9
376,good,3.06758,10.41,6.69,3.22,10.83,23.16,5.91,11.47,30.73,10.29,35.2,99.9
377,good,3.06758,10.41,6.66,3.21,10.87,22.81,5.88,10.04,30.09,11.04,35.3,99.9
378,good,3.06758,10.33,6.55,3.21,10.79,23.88,5.81,11.42,30.09,11.12,35.3,99.9
379,good,3.06758,10.37,6.55,3.24,10.74,21.08,5.69,11.95,27.97,11.21,35.3,99.9
380,good,3.06758,10.37,6.5,3.19,10.7,22.7,5.69,10.84,29.93,11.08,35.3,99.9
381,good,3.06758,10.21,6.53,3.17,10.79,22.14,5.62,10,29.46,11.26,35.4,99.9
382,good,3.06758,10.33,6.61,3.19,10.62,22.14,5.5,11.61,29.61,10.99,35.4,99.9
383,good,3.06758,10.13,6.63,3.14,10.66,22.58,5.53,10.16,30.57,10.25,35.4,99.9
384,good,3.06758,10.21,6.63,3.16,10.54,25.02,5.43,9.85,29.46,10.21,35.5,99.9
385,good,3.06758,10.21,6.55,3.19,10.58,22.25,5.39,11.52,30.25,11.21,35.5,99.9
386,good,3.06758,10.17,6.39,3.16,10.45,23.16,5.41,10.97,30.09,11.08,35.5,99.9
387,good,3.06758,10.13,6.37,3.14,10.45,22.14,5.39,9.88,29.61,11.17,35.5,99.9
388,good,3.06758,10.13,6.37,3.14,10.45,21.81,5.28,11.56,29.46,10.82,35.5,99.9
389,good,3.06758,10.05,6.37,3.11,10.41,21.92,5.21,11.56,27.41,11.17,35.6,99.9
390,good,3.06758,9.93,6.34,3.11,10.41,21.81,5.23,12.2,28.85,10.99,35.6,99.9
391,good,3.06758,10.01,6.37,3.09,10.37,21.92,5.14,9.61,29.15,10.13,35.6,99.9
392,good,3.06758,9.97,6.39,3.12,10.37,21.92,5.12,9.39,28.7,11.12,35.6,99.9
393,good,3.06758,9.86,6.37,3.09,10.37,20.19,5.12,9.06,28.85,11.17,35.7,99.9
394,good,3.06758,9.97,6.55,3.11,10.37,24,5.08,10.88,28.85,10.87,35.6,99.9
395,good,3.06758,9.89,6.29,3.12,10.21,21.39,4.97,8.88,28.7,10.91,35.7,99.9
396,good,3.06758,9.89,6.26,3.11,10.29,17.65,4.67,8.92,25.95,10.95,35.7,99.9
397,good,3.06758,9.78,6.58,3.11,10.25,18.56,4.61,9.1,25.44,11.08,35.7,99.9
398,good,3.06758,9.59,6.58,3.04,10.21,18.99,4.55,9.1,24.83,10.99,35.7,99.9
399,good,3.06758,9.59,6.58,3.09,10.21,19.17,4.59,9.85,24.83,10.13,35.7,99.9
400,good,3.06758,9.63,6.58,3.07,10.13,20.09,4.59,9.54,24.95,10.99,35.7,99.9
401,good,3.06758,9.44,6.55,3.02,10.05,20.68,4.59,10.58,25.57,11.08,35.8,99.9
402,good,3.06758,9.48,6.5,3.06,10.13,19.62,4.57,10.58,25.57,10.99,35.8,99.9
403,good,3.06758,9.44,6.61,3.04,10.05,19.72,4.57,10.62,26.07,10.09,35.8,99.9
404,good,3.06758,9.48,6.53,3.06,9.97,20.29,4.55,9.02,25.95,10.78,35.8,99.9
405,good,3.06758,9.37,6.58,3.04,10.05,20.48,4.51,9.65,25.95,10.91,35.8,99.9
406,good,3.06758,9.33,6.63,3.02,9.94,21.39,4.49,11.06,26.2,10.91,35.8,99.9
407,good,3.06758,9.33,6.5,3.04,10.01,20.09,4.55,10.16,29.15,10.05,35.8,99.9
408,good,3.06758,9.37,6.45,3.02,9.9,22.58,4.47,10.29,26.73,10.87,35.8,99.9
409,good,3.06758,9.37,6.45,3.04,9.94,20.09,4.51,9.65,27.14,9.97,35.9,99.9
410,good,3.06758,9.29,6.42,3.02,9.9,20.19,4.47,8.88,26.73,10.74,35.9,99.9
411,good,3.06758,9.4,6.63,3.06,9.82,20.19,4.45,8.81,26.86,10.91,35.9,99.9
412,good,3.06758,9.26,6.5,3.01,9.9,20,4.45,10.79,26.86,10.65,35.9,99.9
413,good,3.06758,9.33,6.47,3.02,9.86,19.9,4.41,10.33,26.86,10.82,35.9,99.9
414,good,3.06758,9.29,6.53,3.02,9.82,19.72,4.39,10.66,26.6,10.95,35.9,99.9
415,good,3.06758,9.22,6.42,3.01,9.78,20,4.35,9.58,26.6,9.97,35.9,99.9
416,good,3.06758,9.15,6.42,2.99,9.7,20.78,4.35,8.71,25.95,10.91,35.9,99.9
417,good,3.06758,9.26,6.29,3.01,9.74,20.48,4.41,9.81,26.73,10.01,35.9,99.9
418,good,3.06758,9.11,6.34,3.02,9.7,19.9,4.35,10.29,26.73,10.95,35.9,99.9
419,good,3.06758,9.11,6.34,2.99,9.63,20,4.29,8.95,26.47,10.78,35.9,99.9
420,good,3.06758,9.15,6.32,2.99,9.59,20.19,4.31,9.02,25.57,10.7,36,99.9
421,good,3.283466293,9.15,6.29,3.01,9.7,19.35,4.31,8.99,26.86,10.65,36,99.9
422,good,3.283466293,9.01,6.21,2.97,9.55,19.53,4.19,10.54,26.47,10.65,36,99.9
423,good,3.283466293,9.01,6.21,2.99,9.55,20.48,4.27,9.17,26.47,10.74,36,99.9
424,good,3.283466293,9.04,6.21,2.99,9.55,19.9,4.39,10.08,26.07,9.97,36,99.9
425,good,3.283466293,8.94,6.26,2.97,9.52,20.09,4.23,8.41,26.47,10.7,36.1,99.9
426,good,3.283466293,8.9,6.26,2.96,9.52,19.62,4.23,8.44,25.95,10.01,36.1,99.9
427,good,3.283466293,8.97,6.29,2.99,9.52,19.17,4.17,10.16,26.2,10.74,36.1,99.9
428,good,3.283466293,8.83,6.29,2.96,9.44,20,4.17,10.12,26.2,10.65,36.1,99.9
429,good,3.283466293,8.97,6.11,2.97,9.52,19.53,4.19,10.45,26.73,10.53,36.1,99.9
430,good,3.283466293,8.83,6.21,2.96,9.37,20.29,4.17,8.71,26.2,10.01,36.1,99.9
431,good,3.283466293,8.8,6.21,2.97,9.44,20.38,4.23,9.96,25.57,9.85,36.1,99.9
432,good,3.283466293,8.76,6.29,2.92,9.37,20.19,4.19,8.34,27.14,9.89,36.2,99.9
433,good,3.283466293,8.76,6.21,2.94,9.37,20.68,4.19,8.68,26.86,10.7,36.2,99.9
434,good,3.283466293,8.8,6.21,2.94,9.37,19.81,4.15,8.38,27.27,10.65,36.2,99.9
435,good,3.283466293,8.83,6.19,2.97,9.37,19.72,4.19,10.49,27.14,10.53,36.2,99.9
436,good,3.283466293,8.87,6.16,2.96,9.33,19.26,4.12,9.77,26.47,9.93,36.3,99.9
437,good,3.283466293,8.83,6.19,2.94,9.33,19.62,4.15,9.88,27,10.7,36.3,99.9
438,good,3.283466293,8.8,6.19,2.92,9.19,19.81,4.12,8.54,26.86,10.74,36.4,99.9
439,good,3.283466293,8.69,6.16,2.92,9.19,19.81,4.1,8.95,27.27,10.53,36.5,99.9
440,good,3.283466293,8.76,6.11,2.94,9.26,18.91,4.23,8.47,26.86,9.81,36.6,99.9
441,good,3.283466293,8.63,6.19,2.92,9.12,19.72,4.08,10.62,26.73,10.53,36.7,99.9
442,good,3.283466293,8.63,6.16,2.91,9.15,19.08,4.08,8.25,26.73,10.53,36.7,99.9
443,good,3.283466293,8.63,6.21,2.91,9.12,16.15,3.91,8.38,23.34,10.57,36.8,99.9
444,good,3.283466293,8.56,6.24,2.94,9.12,17.5,3.87,9.1,22.69,10.78,36.9,99.9
445,good,3.283466293,8.49,6.16,2.91,9.01,17.9,3.87,9.96,23.9,9.7,36.9,99.9
446,good,3.283466293,8.42,6.16,2.91,9.01,17.9,3.89,7.93,23.56,10.57,36.9,99.9
447,good,3.283466293,8.46,6.19,2.89,8.97,17.81,3.89,9.17,24.13,10.45,37,99.9
448,good,3.283466293,8.42,6.19,2.91,8.97,18.48,3.89,8.85,24.01,10.45,37,99.9
449,good,3.283466293,8.36,6.21,2.89,8.94,18.39,3.89,10.25,23.78,10.45,37,99.9
450,good,3.283466293,8.42,6.39,2.91,9.01,18.73,3.93,8.31,24.48,9.7,37,99.9
451,good,3.283466293,8.42,6.42,2.92,9.04,18.82,3.95,9.43,24.71,9.66,37,99.9
452,good,3.283466293,8.42,6.39,2.91,8.97,21.18,3.91,8.44,25.2,9.7,36.9,99.9
453,good,3.283466293,8.36,6.42,2.91,9.01,19.08,3.98,8.99,25.57,10.37,36.9,99.9
454,good,3.283466293,8.39,6.39,2.91,8.97,21.6,3.96,8.41,25.82,9.74,36.9,99.9
455,good,3.283466293,8.46,6.37,2.91,8.94,19.81,3.96,9.1,25.82,9.7,36.9,99.9
456,good,3.283466293,8.46,6.32,2.92,9.01,19.35,3.98,9.39,27.41,10.78,36.9,99.9
457,good,3.283466293,8.46,6.37,2.91,8.97,19.53,3.96,10.49,25.95,10.41,36.9,99.9
458,good,3.283466293,8.49,6.34,2.92,8.94,18.82,3.95,9.73,26.07,9.66,36.8,99.9
459,good,3.283466293,8.39,6.34,2.91,8.87,18.99,3.95,10.37,27,9.74,36.8,99.9
460,good,3.283466293,8.46,6.29,2.92,8.94,16.96,3.87,9.69,25.82,10.41,36.8,99.9
461,good,3.283466293,8.39,6.29,2.92,8.87,17.65,3.87,8.38,24.48,9.59,36.8,99.9
462,good,3.283466293,8.39,6.32,2.91,8.94,17.57,3.85,8.34,23.67,10.41,36.8,99.9
463,good,3.283466293,8.33,6.34,2.89,8.83,17.9,3.84,8.99,23.67,10.41,36.8,99.9
464,good,3.283466293,8.39,6.34,2.92,8.8,19.44,3.95,10.2,24.95,10.45,36.8,99.9
465,good,3.283466293,8.29,6.37,2.89,8.8,17.98,3.85,8.81,24.24,10.33,36.8,99.9
466,good,3.283466293,8.23,6.34,2.88,8.73,18.31,3.84,9.5,24.71,10.25,36.8,99.9
467,good,3.283466293,8.33,6.34,2.89,8.83,20.29,3.82,10,25.32,10.05,36.8,99.9
468,good,3.283466293,8.2,6.24,2.89,8.77,19.35,3.84,9.61,25.2,10.37,36.8,99.9
469,good,3.283466293,8.23,6.29,2.89,8.7,20.29,3.95,9.96,26.73,9.62,36.9,99.9
470,good,3.283466293,8.33,6.24,2.91,8.77,20.58,4.02,8.58,28.41,10.37,36.9,99.9
471,good,3.283466293,8.23,6.21,2.89,8.73,19.35,3.98,8.09,26.73,9.62,36.8,99.9
472,good,3.283466293,8.26,6.34,2.91,8.8,19.08,4,10.2,27,10.41,36.9,99.9
473,good,3.283466293,8.29,6.06,2.88,8.63,22.81,4.15,10.2,28.26,10.45,36.8,99.9
474,good,3.283466293,8.33,6.01,2.89,8.7,20.88,4.1,10.08,29,10.37,36.8,99.9
475,good,3.283466293,8.42,6.32,2.92,8.77,21.08,4.1,8.54,30.41,10.53,36.8,99.9
476,good,3.283466293,8.29,6.34,2.88,8.77,19.62,4.1,9.58,29.15,10.49,36.8,99.9
477,good,3.283466293,8.39,6.04,2.92,8.87,18.82,4.04,9.92,28.41,10.25,36.8,99.9
478,good,3.283466293,8.33,6.42,2.88,8.73,19.08,3.96,9.85,27,10.33,36.8,99.9
479,good,3.283466293,8.26,6.42,2.88,8.73,19.26,3.96,9.02,27.27,9.55,36.8,99.9
480,good,3.283466293,8.23,6.37,2.88,8.66,18.39,4.02,10.33,27.97,9.59,36.9,99.9
481,good,3.329598609,8.26,6.45,2.86,8.7,17.11,3.96,10.04,27.55,10.13,36.9,99.9
482,good,3.329598609,8.26,6.47,2.91,8.73,17.81,3.89,9.46,27,10.25,36.9,99.9
483,good,3.329598609,8.26,6.47,2.89,8.73,17.5,3.96,9.28,25.32,10.29,36.9,99.9
484,good,3.329598609,8.13,6.37,2.86,8.63,17.11,3.91,8.34,24.36,9.44,37,99.9
485,good,3.329598609,8.13,6.37,2.88,8.66,17.65,3.84,8.58,25.32,10.33,37,99.9
486,good,3.329598609,8.03,6.34,2.86,8.56,18.22,3.87,9.81,25.57,10.41,37,99.9
487,good,3.329598609,8.1,6.45,2.91,8.6,18.06,3.87,9.92,25.44,10.29,37,99.9
488,good,3.329598609,8.07,6.19,2.89,8.56,17.81,3.87,9.92,25.82,10.21,37.2,99.9
489,good,3.329598609,8.07,6.45,2.88,8.56,17.81,3.87,8.58,26.33,10.29,37.3,99.9
490,good,3.329598609,8.07,6.39,2.89,8.6,17.5,3.87,9.46,25.82,10.25,37.3,99.9
491,good,3.329598609,8,6.39,2.86,8.49,14.26,3.73,9.2,23.78,10.09,37.5,99.9
492,good,3.329598609,7.94,6.39,2.88,8.46,15.6,3.69,8.54,21.47,9.97,37.7,99.9
493,good,3.329598609,7.85,6.19,2.86,8.43,16.3,3.74,8.54,22.17,9.93,37.9,99.9
494,good,3.329598609,7.81,6.42,2.88,8.46,16.51,3.71,9.35,22.48,9.97,38.1,99.9
495,good,3.329598609,7.85,6.42,2.88,8.46,16.73,3.71,8.28,22.8,9.4,38.3,99.9
496,good,3.329598609,7.75,6.42,2.84,8.36,16.73,3.69,8.47,22.91,9.4,38.4,99.9
497,good,3.329598609,7.66,6.39,2.86,8.36,16.59,3.65,8.51,22.59,10.01,38.5,99.9
498,good,3.329598609,7.63,6.29,2.84,8.33,15.94,3.62,8.54,21.18,10.01,38.6,99.9
499,good,3.329598609,7.57,6.39,2.84,8.33,15.81,3.58,9.06,21.47,9.85,38.7,99.9
500,good,3.329598609,7.6,6.34,2.86,8.33,15.74,3.62,8.21,21.18,9.97,38.7,99.9
501,good,3.329598609,7.51,6.37,2.86,8.3,16.59,3.6,8.38,21.47,10.01,38.7,99.9
502,good,3.329598609,7.51,6.32,2.86,8.23,18.48,3.67,8.44,24.24,9.29,38.6,99.9
503,good,3.329598609,7.66,6.37,2.89,8.39,17.03,3.67,8.41,24.01,10.13,38.6,99.9
504,good,3.329598609,7.6,6.34,2.84,8.3,16.81,3.65,8.44,23.12,10.09,38.6,99.9
505,good,3.329598609,7.63,6.29,2.84,8.36,16.88,3.65,10,23.01,9.93,38.5,99.9
506,good,3.329598609,7.63,6.37,2.84,8.3,16.51,3.58,9.85,23.12,9.36,38.4,99.9
507,good,3.329598609,7.66,6.34,2.84,8.3,17.9,3.65,8.85,23.01,9.33,38.3,99.9
508,good,3.329598609,7.69,6.21,2.86,8.3,15.81,3.64,8.99,21.67,9.29,38.2,99.9
509,good,3.329598609,7.6,6.19,3.04,8.26,18.06,3.62,9.77,23.12,10.17,38.2,99.9
510,good,3.329598609,7.69,6.16,2.86,8.3,17.81,3.71,8.81,24.59,10.05,38.2,99.9
511,good,3.329598609,7.66,6.16,2.86,8.26,17.42,3.76,10.12,24.13,10.01,38.1,99.9
512,good,3.329598609,7.75,6.14,2.88,8.36,17.34,3.69,9.81,23.34,10.09,38,99.9
