minute,class,TVC,MQ135,MQ136,MQ2,MQ3,MQ4,MQ5,MQ6,MQ8,MQ9,Temperature,Humidity
256,excellent,2.85526,7.57,3.27,9.02,13.9,20.78,39.38,41.98,31.4,6.41,31.8,59.3
257,excellent,2.85526,7.69,3.32,9.31,13.84,21.29,39.63,49.63,32.99,6.47,31.8,57.8
258,excellent,2.85526,7.63,3.34,9.24,14.01,20.68,41.96,43.95,32.81,6.63,31.9,56.9
259,excellent,2.85526,7.72,3.34,9.24,14.07,21.39,39.38,32.11,29.15,6.52,31.9,55.5
260,excellent,2.85526,7.78,3.36,9.17,13.96,21.29,38.89,33.36,30.57,6.63,31.9,55.5
261,excellent,2.85526,7.69,3.34,9.13,14.13,20.98,39.13,39.86,30.9,6.26,31.8,56
262,excellent,2.85526,7.69,3.29,9.2,13.84,20.38,35.95,43.95,31.57,6.26,31.9,54
263,excellent,2.85526,7.66,3.29,9.2,14.01,20.48,38.18,35.4,28.85,6.21,31.9,53.3
264,excellent,2.85526,7.66,3.29,8.95,13.96,20.09,37.72,33.58,29.61,6.41,31.9,52.2
265,excellent,2.85526,7.63,3.24,8.64,13.9,19.9,37.04,31.32,26.86,6.41,31.9,54.4
266,excellent,2.85526,7.57,3.26,8.31,13.73,19.72,37.26,31.71,28.41,6.28,31.9,57.2
267,excellent,2.85526,7.6,3.22,8.34,13.41,19.35,36.82,31.51,27.55,6.44,32,58.2
268,excellent,2.85526,7.63,3.26,8.64,13.57,19.81,36.82,40.45,27.83,6.34,32,58.2
269,excellent,2.85526,7.57,3.26,8.61,13.62,19.26,36.6,31.91,27.69,6.36,32,53.5
270,excellent,2.85526,7.69,3.22,8.81,14.07,20.48,38.18,45.71,29.77,6.36,32,53.8
271,excellent,2.85526,7.78,3.31,9.2,14.24,20.78,40.38,47.6,29.3,6.36,32,52.6
272,excellent,2.85526,7.81,3.26,9.46,14.53,23.27,40.38,31.12,49.52,6.39,32,50.8
273,excellent,2.85526,7.88,3.31,9.31,14.47,21.71,40.13,32.52,30.25,6.41,31.9,51.2
274,excellent,2.85526,7.75,3.26,9.13,14.13,20.78,37.04,31.12,32.81,6.23,32,51.5
275,excellent,2.85526,7.78,3.26,8.64,13.96,19.81,36.6,32.52,28.7,6.44,32,51.2
276,excellent,2.85526,7.69,3.2,8.51,13.96,18.82,36.82,31.51,29.77,6.49,32,54.3
277,excellent,2.85526,7.66,3.2,8.18,13.57,19.44,35.74,39.86,28.55,6.39,32,54.9
278,excellent,2.85526,7.66,3.19,8.18,13.62,19.17,38.89,28.27,28.55,6.41,32,55.9
279,excellent,2.85526,7.63,3.19,8.11,13.79,19.62,37.72,34.7,31.23,6.34,32,56.2
280,excellent,2.85526,7.6,3.15,8.21,13.57,19.44,37.04,30.18,27.97,6.57,32,58
281,excellent,2.85526,7.54,3.19,8.02,13.3,18.91,35.74,32.94,27.41,6.44,32.1,56.6
282,excellent,2.85526,7.42,3.12,7.8,13.35,18.39,35.53,46.08,26.86,6.36,32.1,55.3
283,excellent,2.85526,7.36,3.09,7.55,13.25,18.56,34.91,29.64,30.09,6.39,32.1,57.6
284,excellent,2.85526,7.51,3.1,7.86,13.41,18.56,37.26,37.92,30.09,6.44,32,58.1
285,excellent,2.85526,7.51,3.17,7.92,13.51,18.99,37.04,32.73,30.09,6.47,32.1,58.1
286,excellent,2.85526,7.54,3.14,7.95,13.41,21.49,38.18,32.11,29.77,6.52,32.1,56.6
287,excellent,2.85526,7.45,3.14,7.99,13.25,18.56,34.91,31.91,28.85,6.49,32.1,58.7
288,excellent,2.85526,7.39,3.15,8.28,13.3,21.39,35.53,31.71,27.41,6.52,32.1,57.1
289,excellent,2.85526,7.36,3.07,7.8,13.14,18.99,34.91,38.73,27.55,6.87,32.1,53.9
290,excellent,2.85526,7.39,3.09,7.65,13.41,18.82,36.6,32.11,27.69,6.99,32.1,56.1
291,excellent,2.85526,7.27,3.07,7.55,12.93,20.88,38.18,30.18,28.12,6.87,32.1,57.5
292,excellent,2.85526,7.27,3.1,7.68,12.98,18.48,34.91,30.18,26.73,6.74,32.1,57.7
293,excellent,2.85526,7.39,3.1,7.68,13.25,18.73,36.16,31.32,28.7,6.6,32.1,57.9
294,excellent,2.85526,7.27,3.1,7.83,13.25,19.08,36.38,36.88,28.55,6.71,32.1,57.5
295,excellent,2.85526,7.27,3.09,7.77,13.14,19.08,35.32,30.55,27.97,6.47,32.1,54
296,excellent,2.85526,7.33,3.07,7.86,13.35,18.06,37.26,30.37,28.41,6.52,32.1,53.5
297,excellent,2.85526,7.33,3.04,7.89,13.41,19.53,34.71,47.6,27.97,6.76,32.1,53.6
298,excellent,2.85526,7.36,3.04,7.65,13.25,18.99,35.12,32.73,29.15,6.71,32.2,52.7
299,excellent,2.85526,7.33,3.04,7.49,13.19,18.48,35.12,39.01,27.27,6.74,32.2,55.3
300,excellent,2.85526,7.3,3.09,7.58,13.14,18.99,34.71,39.01,28.55,6.68,32.2,57.1
301,excellent,2.96564,7.3,3.02,7.46,13.25,17.19,33.16,28.1,27,6.63,32.2,54.4
302,excellent,2.96564,7.42,3.07,7.55,13.25,18.91,35.53,41.05,26.86,6.6,32.2,56.1
303,excellent,2.96564,7.36,3.09,7.49,13.3,18.82,36.16,31.51,28.41,6.71,32.1,56.3
304,excellent,2.96564,7.78,3.04,7.43,13.35,18.65,40.9,45.71,27.41,6.82,32.2,57.3
305,excellent,2.96564,7.33,3.04,7.46,13.14,18.91,39.38,42.94,30.25,6.63,32.2,58.2
306,excellent,2.96564,7.33,3.07,7.55,13.09,18.82,35.74,37.65,27.69,6.74,32.2,57.9
307,excellent,2.96564,7.16,3.02,7.32,12.88,19.35,34.91,31.32,26.47,6.52,32.2,57.5
308,excellent,2.96564,7.19,2.99,7.35,12.98,18.06,34.12,31.51,27.14,6.44,32.2,58.7
309,excellent,2.96564,7.1,2.97,7.35,12.88,16.96,34.51,46.45,25.95,6.52,32.2,55.7
310,excellent,2.96564,7.1,3,7.11,12.73,16.66,33.73,44.29,27.14,6.63,32.2,56.4
311,excellent,2.96564,7.13,2.99,7.06,12.68,17.57,33.16,29.64,24.83,6.39,32.2,57.6
312,excellent,2.96564,7.07,2.97,7.11,12.73,20.19,34.12,27.78,26.47,6.55,32.2,58.7
313,excellent,2.96564,7.1,2.99,7.17,12.58,18.73,33.35,30.74,25.95,6.49,32.2,57.1
314,excellent,2.96564,6.99,2.92,7.09,12.83,17.81,32.97,31.12,27.27,6.47,32.2,57.3
315,excellent,2.96564,6.96,2.91,6.92,12.58,17.26,32.97,29.46,27.27,6.39,32.2,58.3
316,excellent,2.96564,7.04,2.99,7.09,12.83,17.5,34.51,42.29,26.86,6.47,32.2,59.4
317,excellent,2.96564,7.07,2.99,7.06,12.78,17.9,33.16,44.29,26.86,6.6,32.2,59.4
318,excellent,2.96564,7.07,2.99,6.97,12.73,17.9,35.95,48,25.2,6.57,32.2,59.1
319,excellent,2.96564,7.04,2.99,7.03,12.83,17.98,34.71,28.6,27.27,6.57,32.2,60
320,excellent,2.96564,7.07,2.94,7,12.78,18.06,34.12,37.13,28.26,6.52,32.2,59.8
321,excellent,2.96564,7.01,2.97,7.06,12.83,17.65,34.12,37.92,28.26,6.41,32.2,60.9
322,excellent,2.96564,6.96,2.97,6.92,12.68,17.65,33.73,31.71,26.2,6.52,32.2,59.3
323,excellent,2.96564,7.04,2.92,6.94,12.63,17.9,34.12,39.57,28.26,6.49,32.2,60
324,excellent,2.96564,6.93,2.91,6.78,12.58,16.51,32.97,30.18,24.71,6.41,32.2,61
325,excellent,2.96564,6.96,2.89,7.06,12.48,16.88,32.79,30,25.69,6.41,32.2,59.6
326,excellent,2.96564,6.79,2.86,6.7,12.38,16.73,31.89,29.64,27.14,6.28,32.2,60.5
327,excellent,2.96564,6.87,2.84,6.64,12.19,16.73,31.2,29.82,25.82,6.31,32.2,60.7
328,excellent,2.96564,6.87,2.84,6.72,12.19,16.81,31.2,32.94,25.07,6.44,32.2,61.8
329,excellent,2.96564,6.55,2.84,6.59,12.04,15.67,30.36,33.36,24.71,6.39,32.2,61
330,excellent,2.96564,6.87,2.87,6.67,12.23,16.59,30.69,29.11,25.44,6.47,32.2,58.9
331,excellent,2.96564,6.85,2.89,6.83,12.43,15.87,30.86,41.66,26.2,6.41,32.3,59.2
332,excellent,2.96564,6.93,2.91,6.89,12.73,17.26,32.61,37.13,24.59,6.44,32.2,55.9
333,excellent,2.96564,6.96,2.87,6.83,12.58,17.26,31.89,29.11,24.95,6.44,32.2,57.3
334,excellent,2.96564,6.85,2.84,6.72,12.33,16.59,30.69,34.25,25.2,6.34,32.3,56.4
335,excellent,2.96564,6.85,2.82,6.72,12.38,17.11,30.53,28.27,26.07,6.36,32.3,55.8
336,excellent,2.96564,6.85,2.86,6.67,12.38,16.44,31.37,37.92,26.47,6.47,32.3,58.2
337,excellent,2.96564,6.87,2.87,6.78,12.53,18.48,31.71,39.29,25.69,6.41,32.3,59.1
338,excellent,2.96564,6.9,2.81,6.75,12.38,16.96,30.69,37.39,26.73,6.34,32.3,57.9
339,excellent,2.96564,6.85,2.86,6.7,12.38,16.73,30.86,34.47,24.71,6.31,32.3,57.5
340,excellent,2.96564,6.87,2.82,6.51,12.33,16.51,30.04,29.82,25.2,6.34,32.3,57.9
341,excellent,2.96564,6.93,2.87,6.64,12.43,16.96,31.2,29.46,25.95,6.52,32.3,59.2
342,excellent,2.96564,7.04,2.84,7.06,12.73,17.73,34.71,41.05,26.86,6.41,32.4,58.8
343,excellent,2.96564,6.93,2.87,7.09,12.73,18.14,30.86,29.46,26.07,6.49,32.4,54.1
344,excellent,2.96564,6.99,2.89,7.2,12.88,17.57,31.03,28.6,24.95,6.34,32.4,52.2
345,excellent,2.96564,7.19,2.92,7.35,13.14,17.9,31.2,29.82,24.59,6.49,32.3,50.1
346,excellent,2.96564,7.27,2.87,7.32,13.41,17.98,30.2,27.14,24.83,6.41,32.4,49.6
347,excellent,2.96564,7.19,2.89,7.09,13.09,17.19,30.53,25.95,24.48,6.49,32.3,51.1
348,excellent,2.96564,7.16,2.87,7.14,13.04,18.82,31.54,27.3,24.83,6.36,32.4,51.4
349,excellent,2.96564,7.19,2.87,6.92,13.04,19.35,29.88,37.65,24.36,6.44,32.4,51.3
350,excellent,2.96564,7.27,2.84,6.83,13.04,17.03,30.2,36.62,26.86,6.74,32.4,53.6
351,excellent,2.96564,7.21,2.84,7.03,13.09,17.03,30.86,43.95,26.2,6.71,32.4,54.9
352,excellent,2.96564,7.27,2.84,7.11,13.04,17.03,30.36,37.65,25.95,6.68,32.4,53.6
353,excellent,2.96564,7.13,2.84,6.7,12.68,16.01,31.54,27.94,24.83,6.57,32.4,55.3
354,excellent,2.96564,7.13,2.81,6.67,12.63,16.08,28.79,28.94,23.45,6.55,32.4,55.9
355,excellent,2.96564,7.07,2.79,6.59,12.63,16.44,28.79,28.43,26.07,6.63,32.4,53.6
356,excellent,2.96564,6.96,2.79,6.38,12.38,15.6,27.76,34.47,22.8,6.55,32.4,55.5
357,excellent,2.96564,7.07,2.81,6.38,12.43,16.15,28.34,28.43,23.34,6.52,32.4,57
358,excellent,2.96564,6.9,2.79,6.25,12.38,15.6,28.2,28.27,23.34,6.52,32.4,57.7
359,excellent,2.96564,6.96,2.84,6.35,12.43,15.67,28.79,33.15,23.01,6.65,32.5,58.5
360,excellent,2.96564,6.82,2.76,6.25,12.14,16.37,27.76,36.13,25.2,6.23,32.4,58.4
361,good,3.06938,6.85,2.71,6.22,12.14,15.6,27.62,25.38,23.34,6.49,32.4,59.3
362,good,3.06938,6.85,2.78,6.25,12.14,17.34,27.76,40.74,23.45,6.44,32.4,59.6
363,good,3.06938,6.76,2.71,6.25,12.14,15.27,27.62,31.32,25.57,6.47,32.4,59.4
364,good,3.06938,6.74,2.3,6.19,12.09,15.33,27.62,32.73,23.12,6.47,32.5,60
365,good,3.06938,6.79,2.74,6.09,11.95,14.88,27.48,27.3,22.8,6.36,32.4,59.6
366,good,3.06938,6.74,2.7,6.12,12.04,15.47,27.06,25.24,23.45,6.36,32.4,60.5
367,good,3.06938,6.79,2.71,6.12,12.04,15.47,25.61,39.29,23.34,6.26,32.5,58.7
368,good,3.06938,6.74,2.71,6.12,12.19,15.01,27.2,30,23.23,6.23,32.5,57.8
369,good,3.06938,6.74,2.27,5.99,12.09,14.63,26.66,32.11,24.13,6.28,32.4,58.3
370,good,3.06938,6.68,2.73,6.02,11.95,15.14,26.39,30.74,23.78,6.55,32.4,59.6
371,good,3.06938,6.74,2.71,6.12,12.09,15.4,25.87,38.73,25.44,6.47,32.4,59.8
372,good,3.06938,6.76,2.74,6.17,12.14,15.67,27.06,28.6,24.95,6.52,32.5,59.4
373,good,3.06938,6.85,2.76,6.3,12.23,15.53,27.34,32.52,23.12,6.57,32.4,60.4
374,good,3.06938,6.85,2.7,6.45,12.53,17.34,27.48,28.1,25.2,6.52,32.5,58.4
375,good,3.06938,6.9,2.76,6.51,12.68,16.15,28.34,27.94,24.01,6.52,32.4,53.5
376,good,3.06938,6.96,2.81,6.48,12.83,15.6,27.91,35.88,24.01,6.52,32.5,54.9
377,good,3.06938,7.01,2.78,6.3,12.68,16.01,27.34,28.43,23.23,6.49,32.4,54.2
378,good,3.06938,6.96,2.79,6.27,12.58,15.94,27.2,32.73,22.38,6.68,32.5,56.4
379,good,3.06938,7.01,2.78,6.19,12.53,15.67,26.93,30.18,25.57,6.57,32.5,56.8
380,good,3.06938,6.93,2.73,6.22,12.58,15.74,27.06,31.71,23.01,6.49,32.5,57.3
381,good,3.06938,6.76,2.73,6.04,12.19,14.88,25.49,35.4,23.23,6.44,32.5,58.5
382,good,3.06938,6.79,2.71,6.07,12.19,15.01,26.13,24.43,24.24,6.55,32.5,58
383,good,3.06938,6.82,2.71,6.04,12.19,14.76,25.11,35.64,23.23,6,32.5,55.6
384,good,3.06938,6.79,2.97,5.92,12.33,15.01,25.49,33.15,24.83,6.21,32.5,56.4
385,good,3.06938,6.71,2.65,5.75,12.14,13.97,24.51,27.78,23.12,5.93,32.5,57.6
386,good,3.06938,6.76,2.74,5.89,12.23,14.69,25.36,26.09,23.01,6.16,32.5,58.7
387,good,3.06938,6.71,2.68,5.87,12.14,14.45,24.75,25.52,23.56,6.05,32.5,58.5
388,good,3.06938,6.74,2.7,5.92,12.14,14.88,24.87,26.39,24.13,6.03,32.6,57
389,good,3.06938,6.71,2.73,5.84,12.14,14.32,24.27,27.78,22.91,6.1,32.6,58.1
390,good,3.06938,6.68,2.7,5.84,12.23,14.63,24.75,33.36,23.67,5.83,32.6,58.1
391,good,3.06938,6.76,2.73,5.63,12.19,13.51,24.15,30.55,22.38,5.83,32.6,57.5
392,good,3.06938,6.71,2.71,5.58,12.28,13.85,24.15,26.09,23.23,5.78,32.6,58.6
393,good,3.06938,6.71,2.7,5.67,12.23,13.97,23.25,25.1,23.78,5.9,32.6,59.1
394,good,3.06938,6.65,2.65,5.67,11.99,13.07,23.36,34.02,20.62,6.16,32.6,59.4
395,good,3.06938,6.65,2.65,5.65,11.99,13.74,23.36,28.43,22.07,6.08,32.6,58.9
396,good,3.06938,6.57,2.63,5.46,11.81,13.62,22.92,27.14,20.43,5.88,32.6,59.4
397,good,3.06938,6.55,2.67,5.46,11.71,13.29,22.49,30.18,19.89,6.05,32.6,60
398,good,3.06938,6.49,2.68,5.12,11.76,13.45,22.6,27.46,21.97,6.08,32.6,60.5
399,good,3.06938,6.52,2.7,5.32,11.99,13.57,23.03,33.58,21.67,6.47,32.6,60.8
400,good,3.06938,6.63,2.65,5.18,11.95,13.45,23.58,36.13,19.81,6.05,32.6,59.5
401,good,3.06938,6.52,2.67,5.12,11.9,13.45,22.92,24.43,19.98,5.98,32.6,59.8
402,good,3.06938,6.55,2.71,5.37,11.99,13.07,22.28,24.83,19.81,5.9,32.6,56.1
403,good,3.06938,6.79,2.7,5.65,12.53,12.39,23.81,23.41,20.62,5.88,32.6,54
404,good,3.06938,6.82,2.7,5.55,12.48,13.74,23.36,32.52,19.81,5.98,32.6,51.1
405,good,3.06938,6.85,2.74,5.7,12.73,14.63,23.47,24.83,20.52,6.05,32.6,50
406,good,3.06938,7.04,2.76,5.92,13.25,15.01,24.63,26.39,24.01,6.08,32.6,49.2
407,good,3.06938,7.1,2.79,5.94,13.35,16.37,24.99,26.09,24.71,6.55,32.7,50
408,good,3.06938,7.21,2.82,5.77,13.25,14.57,24.39,26.69,24.01,6.55,32.6,49.7
409,good,3.06938,7.19,2.81,5.6,12.93,14.14,23.69,34.47,24.36,6.39,32.7,50.7
410,good,3.06938,7.19,2.84,6.07,13.41,15.2,24.99,26.09,23.01,6.49,32.7,51.9
411,good,3.06938,7.3,2.78,5.7,13.41,12.75,22.81,32.31,24.01,6.55,32.6,50
412,good,3.06938,7.3,2.78,5.79,13.35,14.26,23.36,26.09,21.38,6.41,32.6,50.8
413,good,3.06938,7.33,2.79,5.94,13.41,13.51,23.69,32.73,21.28,6.44,32.6,50.2
414,good,3.06938,7.36,2.79,5.99,13.35,12.04,23.14,25.38,21.18,6.36,32.7,50.5
415,good,3.06938,7.27,2.84,6.04,13.35,13.91,23.25,25.66,21.28,6.39,32.7,50.6
416,good,3.06938,7.3,2.82,6.17,13.51,14.32,24.04,25.1,23.01,6.47,32.7,50.3
417,good,3.06938,7.33,2.81,6.32,13.51,15.53,24.15,26.24,23.01,6.26,32.7,49.8
418,good,3.06938,7.45,2.84,6.25,13.57,14.32,23.58,26.09,23.34,6.49,32.7,48.9
419,good,3.06938,7.36,2.81,6.27,13.68,14.32,24.27,25.52,21.18,6.34,32.7,49.6
420,good,3.06938,7.36,2.81,6.07,13.57,14.51,23.14,25.1,22.91,6.39,32.7,49.1
421,good,3.290364305,7.3,2.78,5.94,13.46,14.57,22.81,34.25,23.67,6.34,32.7,50.2
422,good,3.290364305,7.3,2.81,5.99,13.41,14.38,22.6,24.96,20.8,6.34,32.7,50.6
423,good,3.290364305,7.33,2.78,5.87,13.35,13.79,22.28,24.69,20.9,6.41,32.7,51.5
424,good,3.290364305,7.3,2.76,5.6,13.19,6.9,20.99,28.77,19.63,6.41,32.7,50.5
425,good,3.290364305,7.27,2.71,5.63,13.04,13.23,21.08,32.52,19.21,6.41,32.7,52.6
426,good,3.290364305,7.16,2.71,5.65,12.83,13.4,20.8,26.84,20.43,6.34,32.7,51.3
427,good,3.290364305,7.13,2.71,5.65,12.78,12.59,20.7,29.82,20.16,6.41,32.7,50.1
428,good,3.290364305,7.1,2.7,5.77,12.93,13.4,21.37,21.55,21.87,6.21,32.7,50.8
429,good,3.290364305,7.19,2.74,5.51,12.93,12.86,19.79,30.74,19.04,6.28,32.7,50.4
430,good,3.290364305,7.19,2.71,5.58,12.98,13.91,20.06,23.28,20.71,6.55,32.7,50
431,good,3.290364305,7.16,2.68,5.39,12.88,12.8,21.08,21.33,19.89,6.28,32.7,49.9
432,good,3.290364305,7.07,2.68,5.46,12.83,12.49,20.15,29.11,19.46,6.23,32.7,52.3
433,good,3.290364305,7.1,2.67,5.46,12.73,12.65,20.15,25.95,19.04,6.21,32.7,51.5
434,good,3.290364305,7.07,2.67,5.14,12.58,11.47,18.94,24.69,19.37,6.13,32.7,52.1
435,good,3.290364305,7.13,2.7,5.18,12.83,11.52,19.27,22.8,19.89,6.23,32.7,53.7
436,good,3.290364305,6.99,2.68,5.23,12.58,11.38,20.8,22.56,21.09,6.28,32.7,52.6
437,good,3.290364305,6.99,2.7,5.23,12.78,11.25,19.44,27.62,21.77,6.31,32.7,52.5
438,good,3.290364305,6.99,2.63,5.25,12.53,11.07,18.37,29.29,21.09,6.23,32.8,52.1
439,good,3.290364305,6.99,2.68,5.41,12.58,11.99,19.36,22.68,19.89,6.28,32.7,52.7
440,good,3.290364305,7.07,2.68,5.7,12.83,12.14,19.71,23.04,20.62,6.44,32.7,52.7
441,good,3.290364305,7.07,2.71,5.6,12.78,12.24,20.15,28.43,18.47,6.36,32.7,50.7
442,good,3.290364305,7.13,2.73,5.63,13.09,13.29,20.24,29.46,21.57,6.47,32.7,50.1
443,good,3.290364305,7.1,2.63,4.96,12.98,12.8,18.45,21.66,23.12,6.34,32.7,50.5
444,good,3.290364305,7.19,2.65,5.14,13.25,12.09,18.69,20.7,19.55,6.26,32.7,51.2
445,good,3.290364305,7.13,2.67,5.58,13.25,12.19,19.53,22.92,22.69,6.39,32.7,50.8
446,good,3.290364305,7.13,2.73,5.58,13.14,12.19,19.71,23.28,18.07,6.41,32.8,51.7
447,good,3.290364305,7.21,2.73,5.84,13.3,13.12,20.24,27.94,18.63,6.23,32.8,52.1
448,good,3.290364305,7.19,2.13,5.51,13.25,12.44,19.19,29.11,18.79,6.36,32.8,49.9
449,good,3.290364305,7.1,2.68,5.21,12.93,12.34,18.53,27.46,18.39,6.16,32.8,50.2
450,good,3.290364305,6.93,2.65,5.21,12.63,12.29,18.13,24.96,18.39,6.05,32.8,53.7
451,good,3.290364305,6.87,2.67,5.23,12.48,11.95,17.89,25.95,18.47,6.1,32.8,54.1
452,good,3.290364305,6.87,2.6,5.16,12.38,12.24,17.89,20.29,20.52,6.16,32.8,55.3
453,good,3.290364305,6.82,2.51,4.22,12.38,8.8,15,19.23,19.72,6.13,32.8,55.6
454,good,3.290364305,6.76,2.6,4.56,12.33,9.83,16.23,26.69,18.39,6.08,32.8,56.9
455,good,3.290364305,6.71,2.67,5.01,12.43,10.81,17.59,26.53,19.98,6.31,32.8,57.4
456,good,3.290364305,6.76,2.63,5.48,12.63,10.85,18.94,21.88,21.97,6.21,32.8,57.2
457,good,3.290364305,6.74,2.67,5.32,12.58,11.9,18.21,21.44,19.72,6.23,32.8,52.4
458,good,3.290364305,6.68,2.67,5.32,12.38,11.47,18.45,20.7,17.69,6.16,32.8,54.9
459,good,3.290364305,6.68,2.6,5.05,12.23,11.29,16.93,22.33,17.47,6.03,32.8,55.2
460,good,3.290364305,6.6,2.6,5.1,12.14,11.61,17,20.09,19.21,6.18,32.8,56.7
461,good,3.290364305,6.63,2.57,5.07,12.14,11.2,17.22,24.83,19.46,6.13,32.8,56.7
462,good,3.290364305,6.63,2.56,4.5,12.19,10.85,16.16,23.91,20.16,6.08,32.8,56.9
463,good,3.290364305,6.55,2.78,4.77,12.19,10.76,16.64,20.7,17.25,6.08,32.8,57.4
464,good,3.290364305,6.52,2.63,4.85,12.19,10.98,16.86,23.91,16.96,6.16,32.9,57.1
465,good,3.290364305,6.49,2.59,4.9,12.19,9.83,16.93,20.39,18.96,6.21,32.9,57.9
466,good,3.290364305,6.55,2.56,4.73,12.09,10.22,16.23,23.53,18.71,6.18,32.8,57.3
467,good,3.290364305,6.52,2.62,4.85,12.33,10.43,16.78,26.69,20.07,6.34,32.9,58.3
468,good,3.290364305,6.63,2.62,4.94,12.48,10.76,17.22,23.91,17.84,6.28,32.9,58
469,good,3.290364305,6.55,2.6,4.38,12.33,9.71,15.37,26.99,18.07,6.36,32.9,57.1
470,good,3.290364305,6.57,2.65,4.79,12.43,10.72,16.71,21.12,17.54,6.31,32.9,57.7
471,good,3.290364305,6.52,2.65,4.92,12.43,10.94,16.78,28.43,16.67,6.34,32.9,57.4
472,good,3.290364305,6.57,2.62,5.03,12.28,11.61,17.14,21.99,17.62,6.34,32.9,56.9
473,good,3.290364305,6.55,2.62,4.46,12.19,10.98,15.83,26.69,16.96,6.31,32.9,57.8
474,good,3.290364305,6.52,2.59,4.58,12.23,10.68,16.16,20.09,19.89,6.28,32.9,57.5
475,good,3.290364305,6.41,2.59,4.81,12.09,10.51,16.09,21.77,19.63,6.21,32.9,58.1
476,good,3.290364305,6.44,2.62,4.88,12.04,10.14,16.02,25.52,18,6.16,32.9,57.7
477,good,3.290364305,6.47,2.63,4.77,12.09,10.38,16.02,27.14,16.96,6.21,32.9,56.4
478,good,3.290364305,6.36,2.59,4.99,12.78,9.75,16.3,25.1,16.96,6.21,32.9,58.5
479,good,3.290364305,6.39,2.59,4.27,12.14,9.41,14.81,19.8,16.6,6.21,32.9,56.7
480,good,3.290364305,6.44,2.6,4.64,11.99,9.6,15.44,19.9,15.92,6.16,32.9,57.6
481,good,3.340085474,6.36,2.6,4.83,12.04,9.9,16.02,19.71,16.4,6.18,32.9,57.1
482,good,3.340085474,6.44,2.62,4.88,11.99,10.76,16.02,22.56,17.1,6.1,32.9,57.6
483,good,3.340085474,6.39,2.6,4.5,12.38,10.38,15.44,21.22,16.67,6.1,32.9,58.8
484,good,3.340085474,6.41,2.59,4.48,12.23,9.75,15.31,18.51,15.79,6.1,32.9,56.8
485,good,3.340085474,6.47,2.6,4.66,12.14,10.51,15.63,26.53,16.19,6.13,32.9,58.8
486,good,3.340085474,6.41,2.62,4.75,12.04,10.43,15.37,25.8,15.34,6.18,32.9,58.9
487,good,3.340085474,6.36,2.63,4.68,11.81,10.43,15.63,25.8,15.41,6.1,32.9,58.9
488,good,3.340085474,6.28,2.59,4.38,11.76,9.63,14.81,25.66,15.92,6.18,32.9,60
489,good,3.340085474,6.31,2.53,3.98,11.95,8.91,13.93,21.88,15.53,6.08,32.9,57.9
490,good,3.340085474,6.28,2.57,4.18,11.81,8.63,14.51,18.78,15.28,6.08,32.9,58.6
491,good,3.340085474,6.26,2.59,4.33,11.9,9.15,14.93,19.23,15.09,6.05,32.9,58.2
492,good,3.340085474,6.31,2.6,4.4,11.85,9.12,14.93,19.9,15.73,6.26,32.9,57.9
493,good,3.340085474,6.33,2.63,4.46,11.95,9.98,15.44,22.1,16.12,6.28,32.9,58.3
494,good,3.340085474,6.36,2.57,4.18,12.04,9.9,15.18,18.6,16.67,6.36,32.9,57.7
495,good,3.340085474,6.36,2.59,4.12,12.14,8.73,14.93,18.34,16.67,6.28,32.9,59.6
496,good,3.340085474,6.39,2.62,4.1,12.14,10.59,15.63,20.91,16.46,6.36,32.9,58.8
497,good,3.340085474,6.33,2.59,4.27,11.9,9.6,15.18,19.14,17.03,6.21,33,58.2
498,good,3.340085474,6.31,2.6,4.54,11.9,10.18,15.37,22.33,17.62,6.23,32.9,59
499,good,3.340085474,6.31,2.57,4.44,11.85,9.56,14.33,18.43,15.99,6.1,33,60
500,good,3.340085474,6.33,2.07,4.27,11.9,9.08,14.81,20.49,16.81,6.08,32.9,59.6
501,good,3.340085474,6.33,2.56,4.29,12.04,9.26,14.16,18.51,17.17,6.23,33,55.7
502,good,3.340085474,6.33,2.59,4.48,11.99,10.18,14.33,17.83,16.96,6.18,33,57.3
503,good,3.340085474,6.31,2.62,4.38,12.04,10.47,15.12,24.17,16.88,6,32.9,57.3
504,good,3.340085474,6.44,2.67,4.18,12.28,10.81,15.63,19.9,17.32,6.18,33,58.6
505,good,3.340085474,6.41,2.59,3.47,12.28,10.14,14.45,24.56,17.39,6.21,33,57.9
506,good,3.340085474,6.41,2.6,3.78,12.23,10.14,14.63,24.56,17.92,6.08,33,58.6
507,good,3.340085474,6.31,2.67,3.93,12.28,10.22,15.25,19.14,17.25,6.05,33,59.5
508,good,3.340085474,6.31,2.62,4,11.95,9.9,15.25,24.04,17.17,6.05,33,59.9
509,good,3.340085474,6.23,2.59,3.93,11.99,9.45,14.63,23.66,18.15,6.08,33,61.2
510,good,3.340085474,6.18,2.56,3.4,11.81,8.94,13.22,23.66,16.4,6.03,33,61.5
511,good,3.340085474,6.13,2.57,3.38,11.62,6.9,13.49,17.18,16.74,5.81,33,62.3
512,good,3.340085474,6.1,2.53,3.96,11.81,9.71,14.16,22.22,17.69,5.81,33,59.7
513,good,3.340085474,6.21,2.57,4.94,11.9,9.94,14.87,19.23,18.23,6.08,33,59
514,good,3.340085474,6.26,2.59,4.38,12.14,10.34,14.93,24.17,16.81,5.93,33,58.2
